call_id,received_at,line,caller_ref,wait_seconds,talk_seconds,outcome,handled_by
C004497,2026-03-30 13:58:32,New Patients,P00358,,262,answered,R01
C004498,2026-03-30 14:06:16,New Patients,P01449,5,567,answered,R02
C004499,2026-03-30 14:44:28,Main,P04137,8,53,answered,R01
C004500,2026-03-30 14:53:23,Billing,P00644,7,315,ANSWERED,R04
C004501,2026-03-30 14:58:29,New Patients,P01263,7,696,answered,R03
C004502,2026-03-30 15:07:00,Main,P00859,14,164,Answered,R04
C004503,2026-03-30 15:09:56,Main,P03746,10,237,answered,R02
C004504,2026-03-30 15:10:06,Main,P03677,4,145,answered,R01
C004505,2026-03-30 15:26:08,New Patients,P03506,7,300,ANSWERED,R04
C004506,2026-03-30 15:45:40,New Patients,P01306,4,328,answered,R02
C004507,2026-03-30 15:46:23,New Patients,P01238,7,251,ANSWERED,R01
C004508,2026-03-30 15:48:57,New Patients,P01820,,474,ANSWERED,R03
C004509,2026-03-30 15:51:51,New Patients,P00838,15,354,answered,R04
C004510,2026-03-30 15:58:55,Main,P02348,5,138,answered,R03
C004511,2026-03-30 16:09:51,New Patients,P00743,12,357,answered,R02
C004512,2026-03-30 16:20:52,Main,P01771,9,199,ANSWERED,R04
C004513,2026-03-30 16:40:41,New Patients,P00573,9,432,Answered,R04
C004514,2026-03-30 16:42:39,Main,P01974,22,451,ANSWERED,R03
C004515,2026-03-30 16:43:57,Main,P01010,33,0,abandoned,
C004516,2026-03-30 16:45:25,Main,P00630,12,0,abandoned,
C004517,2026-03-30 16:52:24,New Patients,P02845,19,195,ANSWERED,R04
C004518,2026-03-30 16:58:58,Main,P01541,12,108,answered,R03
C004519,2026-03-30 17:11:52,Main,P02198,,231,ANSWERED,R03
C004520,2026-03-30 17:11:18,Main,P04080,12,176,answered,R04
C004521,2026-03-30 17:22:20,Billing,P01974,,199,Answered,R03
C004522,2026-03-30 17:26:24,New Patients ,P03393,6,634,answered,R04
C004522,2026-03-30 17:26:24,New Patients ,P03393,6,634,answered,R04
C004523,2026-03-30 17:32:29,Main,P02007,,117,answered,R03
C004524,2026-03-30 17:32:52,Billing,P00418,76,0,voicemail,
C004525,2026-03-31 08:03:09,Main,P03062,4,285,ANSWERED,R01
C004526,2026-03-31 08:09:28,Main,P01192,17,297,Answered,R02
C004527,2026-03-31 08:10:03,Main,P03814,24,223,answered,R01
C004528,2026-03-31 08:15:05,Main,P00420,13,169,answered,R01
C004529,2026-03-31 08:16:34,Main,P01009,,160,answered,R02
C004530,2026-03-31 08:16:57,Billing,P00570,54,0,voicemail,
C004531,2026-03-31 08:26:42,Main,P02353,4,159,Answered,R01
C004532,2026-03-31 08:29:23,Main,P02582,11,160,Answered,R02
C004533,2026-03-31 08:34:34,Main,P02619,14,104,Answered,R01
C004534,2026-03-31 08:48:02,Main,P03924,5,252,ANSWERED,R02
C004535,2026-03-31 08:50:40,Main,P00065,16,146,answered,R01
C004536,2026-03-31 08:54:01,New Patients,P00850,19,389,ANSWERED,R02
C004537,2026-03-31 09:01:09,New Patients,P02009,15,260,Answered,R01
C004538,2026-03-31 09:02:27,Main,P01313,5,110,Answered,R02
C004539,2026-03-31 09:15:49,Main,P04125,,185,Answered,R01
C004540,2026-03-31 09:23:37,New Patients,P01207,23,320,Answered,R01
C004541,2026-03-31 09:26:25,New Patients,P02414,,296,Answered,R02
C004542,2026-03-31 09:33:43,Main,P00027,9,294,answered,R04
C004543,2026-03-31 09:38:25,Main,P00558,,103,answered,R02
C004544,2026-03-31 09:44:19,New Patients,P04131,6,430,answered,R01
C004545,2026-03-31 09:51:34,New Patients ,P01339,13,252,answered,R03
C004546,2026-03-31 10:04:39,New Patients,P03684,18,210,Answered,R02
C004547,2026-03-31 10:08:00,New Patients,P03628,9,198,ANSWERED,R01
C004548,2026-03-31 10:12:50,New Patients,P02833,10,315,ANSWERED,R04
C004549,2026-03-31 10:15:19,Main,P03090,,171,ANSWERED,R03
C004550,2026-03-31 10:22:13,Main,P03904,11,189,Answered,R03
C004551,2026-03-31 10:23:47,Main,P01418,10,303,Answered,R04
C004552,2026-03-31 10:29:40,New Patients,P04068,,247,ANSWERED,R01
C004553,2026-03-31 10:33:17,New Patients,P01641,20,297,ANSWERED,R04
C004554,2026-03-31 10:34:34,Main,P02258,15,149,ANSWERED,R03
C004555,2026-03-31 10:40:02,Main,P01852,11,325,ANSWERED,R03
C004556,2026-03-31 11:05:57,New Patients,P00115,,322,Answered,R04
C004557,2026-03-31 11:14:20,Main,P00942,3,245,answered,R03
C004558,2026-03-31 11:20:09,New Patients,P02810,11,245,ANSWERED,R02
C004559,2026-03-31 11:43:08,Main,P03457,,201,answered,R04
C004560,2026-03-31 12:07:06,Billing,P03441,11,263,ANSWERED,R04
C004561,2026-03-31 12:10:15,Main,P02129,9,217,answered,R01
C004562,2026-03-31 12:12:27,New Patients,P01663,13,197,answered,R03
C004563,2026-03-31 12:20:35,New Patients,P03452,4,256,answered,R02
C004564,2026-03-31 12:26:53,Main,P02558,3,172,Answered,R02
C004565,2026-03-31 12:26:46,New Patients,P01319,12,227,Answered,R03
C004566,2026-03-31 12:36:04,Main,P03506,13,211,Answered,R04
C004567,2026-03-31 12:41:38,Main ,P00298,52,0,Voicemail,
C004568,2026-03-31 12:41:42,Main,P03214,20,0,abandoned,
C004569,2026-03-31 13:07:56,New Patients,P02647,5,364,answered,R04
C004570,2026-03-31 13:07:08,Main,P02202,62,0,voicemail,
C004570,2026-03-31 13:07:08,Main,P02202,62,0,voicemail,
C004571,2026-03-31 13:10:10,New Patients,P04022,66,0,voicemail,
C004572,2026-03-31 13:11:20,New Patients,P00035,33,0,Voicemail,
C004573,2026-03-31 13:25:52,Main,P01070,4,199,Answered,R04
C004574,2026-03-31 13:36:52,Main,P04089,,121,ANSWERED,R01
C004575,2026-03-31 13:37:58,New Patients,P03276,16,414,answered,R02
C004576,2026-03-31 13:59:01,Main,P00967,11,111,Answered,R02
C004577,2026-03-31 14:09:36,Main,P01443,31,290,ANSWERED,R01
C004578,2026-03-31 14:54:22,New Patients,P03391,6,187,ANSWERED,R03
C004579,2026-03-31 15:24:26,Main,P02621,5,227,ANSWERED,R02
C004580,2026-03-31 15:33:53,Main,P04165,23,672,answered,R03
C004581,2026-03-31 15:42:47,Billing,P04084,,442,Answered,R02
C004582,2026-03-31 16:01:50,Main,P02133,16,587,answered,R01
C004583,2026-03-31 16:03:01,Billing,P01350,22,63,Answered,R02
C004584,2026-03-31 16:17:18,Billing,P02017,13,280,Answered,R02
C004585,2026-03-31 16:34:29,New Patients,P02354,10,121,ANSWERED,R03
C004586,2026-03-31 16:45:58,New Patients,P04087,20,476,Answered,R04
C004587,2026-03-31 16:58:57,New Patients,P01232,5,320,ANSWERED,R03
C004588,2026-03-31 17:02:32,New Patients,P00611,4,325,ANSWERED,R04
C004589,2026-03-31 17:13:32,Main,P02029,5,105,ANSWERED,R03
C004590,2026-03-31 17:25:21,Main,P03849,12,114,ANSWERED,R03
C004591,2026-03-31 17:40:22,New Patients,P03847,,314,answered,R03
C004592,2026-03-31 17:43:03,Billing,P02870,19,183,ANSWERED,R04
C004593,2026-03-31 17:57:15,New Patients,P03829,7,431,answered,R03
C004594,2026-04-01 08:14:23,Main,P02194,17,198,answered,R01
C004595,2026-04-01 08:32:06,Main,P01259,,173,answered,R01
C004596,2026-04-01 08:35:54,Main ,P02883,4,143,Answered,R02
C004597,2026-04-01 08:41:13,New Patients ,P04048,19,259,Answered,R01
C004598,2026-04-01 08:42:24,Main,P03654,18,344,answered,R02
C004599,2026-04-01 08:44:54,New Patients,P03466,61,0,voicemail,
C004600,2026-04-01 08:51:33,Main,P02956,16,564,answered,R01
C004601,2026-04-01 08:54:55,Main,P02923,18,144,answered,R02
C004602,2026-04-01 08:57:57,New Patients ,P03456,21,0,Abandoned,
C004603,2026-04-01 09:03:52,Main,P04063,8,265,answered,R02
C004604,2026-04-01 09:05:43,New Patients,P04080,3,394,Answered,R01
C004605,2026-04-01 09:13:13,New Patients,P02599,,214,Answered,R02
C004606,2026-04-01 09:23:19,New Patients,P01098,,234,ANSWERED,R01
C004607,2026-04-01 09:28:20,Main,P02193,11,224,answered,R02
C004608,2026-04-01 09:36:59,Billing,P03149,,250,ANSWERED,R02
C004609,2026-04-01 09:36:28,New Patients,P01156,,269,answered,R03
C004610,2026-04-01 09:44:34,New Patients,P01873,8,286,Answered,R04
C004611,2026-04-01 09:49:30,Main,P00727,8,198,ANSWERED,R03
C004612,2026-04-01 09:49:26,Main,P00864,6,48,ANSWERED,R02
C004613,2026-04-01 09:49:17,New Patients,P03762,20,364,ANSWERED,R01
C004614,2026-04-01 09:54:29,Billing,P00665,15,200,answered,R02
C004615,2026-04-01 10:02:19,Main,P03235,8,289,answered,R03
C004616,2026-04-01 10:13:09,Main ,P00481,17,290,answered,R03
C004617,2026-04-01 10:15:44,Main,P00447,9,156,Answered,R04
C004618,2026-04-01 10:16:57,Main,P00192,16,320,ANSWERED,R02
C004619,2026-04-01 10:18:31,Main ,P00104,,134,ANSWERED,R01
C004620,2026-04-01 10:41:07,New Patients,P00576,11,263,answered,R04
C004621,2026-04-01 10:46:27,New Patients,P00414,12,267,ANSWERED,R02
C004622,2026-04-01 11:19:40,New Patients,P03766,7,176,ANSWERED,R01
C004623,2026-04-01 11:19:36,New Patients,P03845,11,394,answered,R03
C004624,2026-04-01 11:24:39,Billing ,P03379,24,219,ANSWERED,R02
C004625,2026-04-01 11:39:31,Main,P00568,12,191,ANSWERED,R02
C004626,2026-04-01 11:48:13,New Patients,P02548,,309,answered,R04
C004627,2026-04-01 11:59:16,Main,P03304,11,200,answered,R04
C004628,2026-04-01 12:10:21,Billing,P01536,21,145,ANSWERED,R02
C004629,2026-04-01 12:14:42,New Patients,P02908,9,204,Answered,R01
C004630,2026-04-01 12:15:58,Main,P02684,,312,answered,R03
C004631,2026-04-01 12:23:50,New Patients,P02407,12,208,ANSWERED,R04
C004632,2026-04-01 12:30:10,New Patients,P00976,,223,answered,R04
C004633,2026-04-01 12:31:23,New Patients,P01775,56,0,Voicemail,
C004633,2026-04-01 12:31:23,New Patients,P01775,56,0,Voicemail,
C004634,2026-04-01 12:33:50,Billing,P03345,31,0,voicemail,
C004635,2026-04-01 12:34:32,Main,P00514,25,0,Abandoned,
C004636,2026-04-01 12:50:18,New Patients,P01977,13,338,answered,R04
C004637,2026-04-01 12:57:43,New Patients,P00492,23,0,voicemail,
C004638,2026-04-01 13:01:36,New Patients,P00532,18,806,ANSWERED,R04
C004639,2026-04-01 13:03:43,Billing,P00596,66,0,VOICEMAIL,
C004640,2026-04-01 13:06:43,Main,P00446,22,0,ABANDONED,
C004641,2026-04-01 13:06:33,Main,P03464,50,0,voicemail,
C004642,2026-04-01 13:06:27,Main,P02388,48,0,abandoned,
C004643,2026-04-01 13:06:30,New Patients,P03185,36,0,abandoned,
C004644,2026-04-01 13:11:26,New Patients,P01247,43,0,VOICEMAIL,
C004645,2026-04-01 13:12:01,Billing,P03841,58,0,ABANDONED,
C004646,2026-04-01 13:16:43,Main,P02824,7,111,answered,R04
C004647,2026-04-01 13:18:11,New Patients,P02641,74,0,voicemail,
C004648,2026-04-01 13:18:04,Main,P00056,27,0,ABANDONED,
C004649,2026-04-01 13:19:22,New Patients,P03389,24,0,abandoned,
C004650,2026-04-01 13:43:16,New Patients ,P03566,10,385,answered,R01
C004651,2026-04-01 14:12:23,New Patients,P00824,,239,Answered,R03
C004652,2026-04-01 14:23:39,Main,P00311,22,259,answered,R01
C004653,2026-04-01 14:55:03,New Patients,P01188,9,572,ANSWERED,R04
C004654,2026-04-01 15:12:16,New Patients,P02507,5,433,Answered,R02
C004655,2026-04-01 15:18:40,Main,P02280,11,196,ANSWERED,R03
C004656,2026-04-01 15:39:23,Main,P00989,5,171,answered,R03
C004657,2026-04-01 16:10:23,New Patients,P00841,3,454,ANSWERED,R02
C004658,2026-04-01 16:17:31,New Patients,P02036,12,245,Answered,R01
C004659,2026-04-01 16:21:09,Main,P03792,6,140,answered,R03
C004660,2026-04-01 17:05:10,Main,P01676,11,210,Answered,R04
C004661,2026-04-01 17:15:45,New Patients,P04021,,491,answered,R03
C004662,2026-04-01 17:22:47,Main,P02669,8,202,Answered,R04
C004663,2026-04-01 17:32:01,Main,P03611,6,296,Answered,R03
C004664,2026-04-01 17:35:23,New Patients,P01289,20,403,answered,R04
C004665,2026-04-01 17:47:42,Main,P01090,3,146,answered,R03
C004666,2026-04-01 17:56:28,Main,P03349,8,127,ANSWERED,R04
C004667,2026-04-02 08:05:24,Main,P01636,7,98,ANSWERED,R01
C004668,2026-04-02 08:20:06,Main,P01520,7,193,answered,R02
C004669,2026-04-02 08:24:41,New Patients,P02011,3,233,answered,R01
C004670,2026-04-02 08:28:19,New Patients,P01444,,416,answered,R02
C004671,2026-04-02 08:34:43,Main,P01756,13,249,answered,R01
C004672,2026-04-02 08:43:29,Billing,P03143,16,245,Answered,R01
C004673,2026-04-02 08:43:41,Main,P01429,8,274,answered,R02
C004674,2026-04-02 08:51:53,Main,P04142,7,85,answered,R02
C004675,2026-04-02 09:12:26,Main,P00926,15,263,ANSWERED,R01
C004676,2026-04-02 09:14:03,Main,P01833,21,227,answered,R02
C004677,2026-04-02 09:15:49,New Patients,P01909,47,0,Voicemail,
C004678,2026-04-02 09:22:50,New Patients ,P03842,13,171,ANSWERED,R02
C004679,2026-04-02 09:28:17,Main,P00961,7,93,answered,R01
C004680,2026-04-02 09:31:39,Main,P00750,,132,answered,R04
C004681,2026-04-02 09:32:33,New Patients,P02533,11,358,answered,R02
C004682,2026-04-02 09:33:54,Main,P00139,9,136,answered,R03
C004683,2026-04-02 09:34:16,Main,P00753,,122,ANSWERED,R01
C004683,2026-04-02 09:34:16,Main,P00753,,122,ANSWERED,R01
C004684,2026-04-02 09:35:35,Main,P02819,7,266,answered,R04
C004684,2026-04-02 09:35:35,Main,P02819,7,266,answered,R04
C004685,2026-04-02 09:38:04,Billing,P00844,4,391,Answered,R01
C004686,2026-04-02 09:42:42,Main,P01392,6,96,Answered,R02
C004687,2026-04-02 09:49:55,Main,P00263,17,86,answered,R02
C004688,2026-04-02 09:54:52,Billing,P02272,10,264,Answered,R04
C004689,2026-04-02 09:58:35,Main,P03813,14,134,ANSWERED,R02
C004690,2026-04-02 10:00:11,Main,P01677,15,168,Answered,R03
C004691,2026-04-02 10:05:15,Main,P02667,22,208,ANSWERED,R01
C004692,2026-04-02 10:15:37,Main,P02976,11,127,Answered,R01
C004693,2026-04-02 10:16:21,Main,P01664,19,186,Answered,R02
C004694,2026-04-02 10:17:50,New Patients ,P03438,3,258,answered,R04
C004695,2026-04-02 10:17:44,Main,P02965,8,120,answered,R03
C004696,2026-04-02 10:19:02,Main,P02445,13,146,Answered,R01
C004697,2026-04-02 10:20:25,Main,P02541,22,0,ABANDONED,
C004698,2026-04-02 10:31:23,Main,P00146,12,246,answered,R02
C004699,2026-04-02 10:38:48,New Patients,P02956,,342,answered,R03
C004700,2026-04-02 10:40:35,New Patients,P00175,16,263,answered,R01
C004701,2026-04-02 10:42:29,Billing,P00058,8,133,Answered,R04
C004702,2026-04-02 10:43:22,Billing,P00983,4,99,ANSWERED,R02
C004703,2026-04-02 10:54:32,New Patients,P02299,14,224,answered,R04
C004704,2026-04-02 11:16:34,New Patients,P02325,12,529,ANSWERED,R02
C004705,2026-04-02 11:53:53,New Patients,P04089,23,331,Answered,R02
C004706,2026-04-02 12:06:16,Main,P02781,9,145,answered,R02
C004707,2026-04-02 12:23:37,Main,P01169,20,166,ANSWERED,R04
C004708,2026-04-02 12:25:46,Main,P00126,19,499,ANSWERED,R03
C004709,2026-04-02 12:39:44,New Patients,P02499,11,466,answered,R04
C004710,2026-04-02 12:40:40,Main,P02083,33,0,abandoned,
C004711,2026-04-02 12:41:03,Main,P00204,62,0,VOICEMAIL,
C004712,2026-04-02 12:51:09,New Patients,P00954,7,494,ANSWERED,R04
C004713,2026-04-02 12:55:50,New Patients,P03428,17,0,abandoned,
C004714,2026-04-02 12:56:10,Main,P01372,37,0,ABANDONED,
C004715,2026-04-02 12:57:05,Main,P01657,61,0,Voicemail,
C004716,2026-04-02 13:00:34,Main ,P01528,56,0,voicemail,
C004717,2026-04-02 13:03:17,Main,P02838,16,182,Answered,R04
C004718,2026-04-02 13:14:39,New Patients,P00931,5,225,answered,R04
C004719,2026-04-02 13:19:34,New Patients,P00847,42,0,ABANDONED,
C004720,2026-04-02 13:26:50,Main,P03468,3,179,answered,R04
C004721,2026-04-02 13:27:30,New Patients,P03136,19,0,abandoned,
C004722,2026-04-02 13:33:03,Main,P03798,16,282,answered,R03
C004723,2026-04-02 13:33:36,New Patients,P02892,8,147,answered,R01
C004724,2026-04-02 13:41:56,New Patients,P01272,6,297,ANSWERED,R02
C004725,2026-04-02 14:24:15,Main,P03539,17,289,ANSWERED,R01
C004726,2026-04-02 14:40:59,New Patients,P01255,9,359,answered,R03
C004727,2026-04-02 14:52:50,New Patients,P03354,10,384,ANSWERED,R03
C004728,2026-04-02 15:32:54,New Patients,P00290,5,866,ANSWERED,R03
C004729,2026-04-02 15:40:57,New Patients,P01596,16,361,answered,R01
C004730,2026-04-02 15:44:25,New Patients,P00153,7,505,answered,R02
C004731,2026-04-02 15:47:31,New Patients,P00534,8,324,ANSWERED,R04
C004732,2026-04-02 15:51:37,Main,P02512,,302,ANSWERED,R03
C004733,2026-04-02 15:52:15,Billing,P00954,9,225,ANSWERED,R01
C004734,2026-04-02 16:33:58,Main,P02601,16,169,Answered,R04
C004735,2026-04-02 16:49:16,Main,P01340,12,115,ANSWERED,R04
C004736,2026-04-02 17:09:20,Billing,P04007,15,295,ANSWERED,R03
C004737,2026-04-02 17:12:28,Main,P02631,13,233,answered,R04
C004738,2026-04-02 17:12:36,Main,P01890,16,0,ABANDONED,
C004739,2026-04-02 17:32:22,New Patients ,P03637,12,470,ANSWERED,R04
C004740,2026-04-02 17:42:11,New Patients,P00711,,298,Answered,R03
C004741,2026-04-02 17:47:13,New Patients,P03505,,227,answered,R04
C004742,2026-04-07 08:09:00,Main,P01599,4,207,answered,R01
C004743,2026-04-07 08:17:07,Main,P00056,8,204,ANSWERED,R01
C004744,2026-04-07 08:24:26,New Patients,P03292,3,191,Answered,R02
C004745,2026-04-07 08:38:40,New Patients,P00785,9,298,answered,R01
C004746,2026-04-07 08:40:34,Main,P00846,,220,Answered,R02
C004747,2026-04-07 08:55:41,Main,P01433,20,121,Answered,R01
C004748,2026-04-07 09:01:32,Main,P04126,19,274,ANSWERED,R02
C004749,2026-04-07 09:02:21,Main,P00118,13,257,ANSWERED,R01
C004750,2026-04-07 09:03:11,New Patients,P02034,33,0,voicemail,
C004751,2026-04-07 09:05:40,New Patients,P01994,30,0,Abandoned,
C004752,2026-04-07 09:22:17,Main,P02695,30,355,answered,R01
C004753,2026-04-07 09:26:37,Main,P02854,,209,ANSWERED,R02
C004754,2026-04-07 09:28:28,Main,P01218,30,0,abandoned,
C004755,2026-04-07 09:28:26,Main ,P02462,48,0,VOICEMAIL,
C004756,2026-04-07 09:30:04,Main,P00701,4,283,answered,R03
C004757,2026-04-07 09:32:04,New Patients,P02290,15,79,answered,R02
C004758,2026-04-07 09:38:08,New Patients,P00008,8,134,answered,R03
C004759,2026-04-07 09:40:28,Main,P03658,12,190,answered,R02
C004760,2026-04-07 09:51:48,New Patients,P03488,4,289,Answered,R01
C004761,2026-04-07 09:51:55,Main,P02719,9,122,ANSWERED,R04
C004762,2026-04-07 09:52:14,New Patients,P03496,9,444,answered,R03
C004763,2026-04-07 09:59:47,Billing,P03402,3,372,ANSWERED,R02
C004764,2026-04-07 10:00:28,New Patients,P03044,11,307,answered,R04
C004765,2026-04-07 10:00:21,Main,P04063,5,221,answered,R01
C004766,2026-04-07 10:14:36,Main,P03392,,135,ANSWERED,R01
C004767,2026-04-07 10:15:17,Billing,P01558,6,387,answered,R04
C004768,2026-04-07 10:22:30,Main,P00036,,189,answered,R01
C004769,2026-04-07 10:24:48,New Patients,P01418,19,498,ANSWERED,R04
C004770,2026-04-07 10:32:53,Main,P00028,,312,answered,R01
C004771,2026-04-07 10:35:27,New Patients,P00254,11,226,answered,R03
C004772,2026-04-07 10:37:39,New Patients,P00079,3,161,ANSWERED,R04
C004773,2026-04-07 10:39:43,New Patients,P03789,21,387,ANSWERED,R01
C004774,2026-04-07 10:50:57,Main,P01048,19,329,Answered,R03
C004775,2026-04-07 10:51:33,Main,P03306,11,178,answered,R02
C004776,2026-04-07 10:57:50,Main,P01217,19,280,ANSWERED,R01
C004777,2026-04-07 11:10:18,Main,P00486,7,199,Answered,R03
C004778,2026-04-07 11:11:05,Main,P03316,11,219,ANSWERED,R01
C004779,2026-04-07 11:11:23,Main,P03325,,251,ANSWERED,R02
C004780,2026-04-07 11:14:24,Main,P03794,3,96,ANSWERED,R04
C004781,2026-04-07 11:26:25,New Patients ,P03700,8,246,answered,R03
C004782,2026-04-07 11:32:33,New Patients,P03150,5,275,answered,R02
C004782,2026-04-07 11:32:33,New Patients,P03150,5,275,answered,R02
C004783,2026-04-07 11:35:45,New Patients,P02542,36,340,Answered,R04
C004784,2026-04-07 11:42:19,New Patients,P00945,9,348,ANSWERED,R04
C004785,2026-04-07 11:49:55,New Patients ,P02131,,121,Answered,R02
C004786,2026-04-07 11:59:44,Main,P00464,15,377,answered,R02
C004787,2026-04-07 11:59:54,Main,P01765,18,222,ANSWERED,R01
C004788,2026-04-07 12:24:24,New Patients,P02707,,565,ANSWERED,R04
C004789,2026-04-07 12:27:28,New Patients,P03975,3,129,answered,R01
C004790,2026-04-07 12:31:15,New Patients,P03034,24,0,ABANDONED,
C004791,2026-04-07 12:33:24,Main,P03731,38,0,Voicemail,
C004792,2026-04-07 12:34:47,Billing,P02960,38,0,VOICEMAIL,
C004793,2026-04-07 12:43:05,Main,P01087,,301,Answered,R04
C004794,2026-04-07 12:46:07,New Patients,P03864,25,0,ABANDONED,
C004795,2026-04-07 12:48:19,New Patients,P00247,30,0,voicemail,
C004796,2026-04-07 13:01:25,Main,P00196,,196,Answered,R04
C004797,2026-04-07 13:16:34,New Patients,P00992,6,380,answered,R04
C004798,2026-04-07 13:31:27,New Patients,P04147,15,554,answered,R03
C004799,2026-04-07 14:02:02,Main,P00645,8,73,answered,R02
C004800,2026-04-07 14:20:03,New Patients,P02338,14,225,answered,R03
C004801,2026-04-07 14:42:26,Main,P02968,10,100,ANSWERED,R03
C004802,2026-04-07 15:13:20,Main,P02737,,200,answered,R03
C004803,2026-04-07 15:28:28,Billing,P02013,11,411,Answered,R01
C004804,2026-04-07 15:31:01,New Patients ,P00254,5,389,Answered,R02
C004805,2026-04-07 15:39:30,New Patients,P03049,16,302,ANSWERED,R04
C004806,2026-04-07 15:40:20,Main,P00871,,62,answered,R01
C004807,2026-04-07 15:54:25,Main,P03702,4,235,answered,R04
C004808,2026-04-07 16:03:47,New Patients,P00754,9,268,answered,R04
C004809,2026-04-07 16:24:35,New Patients,P03369,6,276,Answered,R01
C004810,2026-04-07 16:28:52,Main,P00978,13,261,answered,R02
C004811,2026-04-07 16:30:31,New Patients,P03452,9,200,Answered,R04
C004812,2026-04-07 16:41:36,Main,P02563,4,303,answered,R03
C004813,2026-04-07 16:44:03,New Patients,P02354,12,134,Answered,R04
C004814,2026-04-07 17:02:10,Billing,P00258,4,570,Answered,R03
C004815,2026-04-07 17:06:20,New Patients,P00194,4,448,answered,R04
C004816,2026-04-07 17:08:02,Main,P02908,8,0,abandoned,
C004817,2026-04-07 17:16:20,Main,P00653,12,271,Answered,R03
C004818,2026-04-07 17:30:32,Main,P02462,23,124,ANSWERED,R03
